# $0=time_ms	$1=step	$2=step_phase	$3=inhibit_i	$4=pitch	$5=roll	$6=tilt	$7=error	$8=ctrl	$9=ctrl_i_accu
32271	0.9045083	1	0	-0.5431068	-0.6020782	2.387615	34.77838	-0.05727711	-0.05727711
32292	0.9548157	1	0	1.111098	-3.467096	185.4655	80.14485	0.2224812	0.2224812
32312	0.9909657	1	0	2.326444	-2.963729	214.301	40.0916	0.3624273	0.3624273
32333	1.0	3	1	2.359828	-2.311838	189.2419	5.530185	0.3624273	0.3624273
32370	0.9740382	3	1	2.770306	-2.416292	210.087	9.702911	0.3624273	0.3624273
32391	0.9353757	3	1	4.066832	-3.955133	324.8647	45.79388	0.3624273	0.3624273
32420	0.8518726	3	1	4.647713	-5.79274	422.778	52.86686	0.3624273	0.3624273
32441	0.77432	3	1	5.091858	-6.91047	485.9864	42.70169	0.3624273	0.3624273
32461	0.6902481	3	1	5.75505	-8.214857	565.5707	44.98652	0.3624273	0.3624273
32482	0.5946329	3	1	6.049028	-9.970275	648.4907	47.05421	0.3624273	0.3624273
32502	0.4762091	3	1	5.943953	-10.62857	670.8841	25.54835	0.3624273	0.3624273
32523	0.3821186	3	1	6.150225	-10.91214	690.6774	16.68031	0.3624273	0.3624273
32543	0.2879706	3	1	6.315051	-11.10261	705.0306	11.41658	0.3624273	0.3624273
32564	0.2061042	3	1	5.683686	-11.17102	682.3068	-4.159749	0.3624273	0.3624273
32584	0.1316271	3	1	4.139365	-8.590193	515.4911	-62.89839	0.3624273	0.3624273
32605	0.07429996	3	1	2.742051	-6.139342	359.7401	-80.43662	0.3624273	0.3624273
32642	0.009036213	3	1	0.6908446	-3.47314	168.6775	-99.87897	0.3624273	0.3624273
32661	0	0	1	0.4153263	-3.162576	0.0	0.0	0.3624273	0.3624273
32681	0	0	1	-0.4113217	-1.435425	0.0	0.0	0.3624273	0.3624273
32695	0	0	1	-0.8088221	-0.8706396	0.0	0.0	0.3624273	0.3624273
32770	0	0	1	2.000605	-1.100522	0.0	0.0	0.3624273	0.3624273
32785	0	0	1	2.697415	-1.310125	0.0	0.0	0.3624273	0.3624273
32803	0	0	1	3.433414	-2.722186	0.0	0.0	0.3624273	0.3624273
32830	0	0	1	3.137879	-4.985521	0.0	0.0	0.3624273	0.3624273
32844	0	0	1	2.617505	-5.580166	0.0	0.0	0.3624273	0.3624273
32864	0	0	1	1.401741	-6.107977	0.0	0.0	0.3624273	0.3624273
32881	0	0	1	0.2141891	-5.635705	0.0	0.0	0.3624273	0.3624273
